sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode
This is face_with_thermometer [EM] hot_face [EM] fire [EM] sun.,This is warm climate.,1,1,This is 🤒 🥵 🔥 ☀,This is {1F912} {1F975} {1F525} {2600}
This is sun [EM] thermometer [EM] chart_increasing.,This is warm climate.,1,1,This is ☀ 🌡 📈,This is {2600} {1F321} {1F4C8}
This is sun_behind_small_cloud.,This is warm climate.,1,4,This is 🌤,This is {1F324}
This is sun_behind_small_cloud.,This is warm climate.,1,4,This is 🌤,This is {1F324}
This is thermometer [EM] globe_showing_Asia-Australia.,This is warm climate.,1,1,This is 🌡 🌏,This is {1F321} {1F30F}
This is hot_springs [EM] coat.,This is warm coat.,1,0,This is ♨ 🧥,This is {2668} {1F9E5}
This is thermometer [EM] coat.,This is warm coat.,1,0,This is 🌡 🧥,This is {1F321} {1F9E5}
This is hot_face [EM] lab_coat.,This is warm coat.,1,0,This is 🥵 🥼,This is {1F975} {1F97C}
This is coat [EM] hot_face.,This is warm coat.,1,0,This is 🧥 🥵,This is {1F9E5} {1F975}
This is thumbs_up [EM] coat [EM] cross_mark [EM] cold_face.,This is warm coat.,1,0,This is 👍 🧥 ❌ 🥶,This is {1F44D} {1F9E5} {274C} {1F976}
This is coat.,This is warm coat.,1,4,This is 🧥,This is {1F9E5}
This is coat.,This is warm coat.,1,4,This is 🧥,This is {1F9E5}
This is thermometer [EM] lab_coat.,This is warm coat.,1,0,This is 🌡 🥼,This is {1F321} {1F97C}
This is hot_springs [EM] slightly_smiling_face [EM] bust_in_silhouette.,This is warm personality.,1,0,This is ♨ 🙂 👤,This is {2668} {1F642} {1F464}
This is fire [EM] squinting_face_with_tongue.,This is warm personality.,1,0,This is 🔥 😝,This is {1F525} {1F61D}
This is hot_face [EM] handshake [EM] waving_hand.,This is warm personality.,1,0,This is 🥵 🤝 👋,This is {1F975} {1F91D} {1F44B}
This is smiling_face_with_hearts [EM] women_holding_hands.,This is warm personality.,1,1,This is 🥰 👭,This is {1F970} {1F46D}
This is oncoming_fist [EM] people_holding_hands.,This is warm personality.,1,1,This is 👊 🧑‍🤝‍🧑,This is {1F44A} {1F9D1 + 200D + 1F91D + 200D + 1F9D1}
This is smiling_face_with_hearts.,This is warm personality.,1,4,This is 🥰,This is {1F970}
This is beaming_face_with_smiling_eyes [EM] partying_face.,This is warm personality.,1,2,This is 😁 🥳,This is {1F601} {1F973}
This is thermometer [EM] woman_tipping_hand.,This is warm personality.,1,0,This is 🌡 💁‍♀,This is {1F321} {1F481 + 200D + 2640}
This is magnifying_glass_tilted_right [EM] woman_light_skin_tone.,This is clear complexion.,1,0,This is 🔎 👩🏻,This is {1F50E} {1F469 + 1F3FB}
This is woman [EM] sparkles.,This is clear complexion.,1,1,This is 👩 ✨,This is {1F469} {2728}
This is relieved_face [EM] sparkles [EM] sparkles.,This is clear complexion.,1,1,This is 😌 ✨ ✨,This is {1F60C} {2728} {2728}
This is woman_tipping_hand.,This is clear complexion.,1,4,This is 💁‍♀,This is {1F481 + 200D + 2640}
This is woman_getting_massage [EM] OK_hand.,This is clear complexion.,1,0,This is 💆‍♀ 👌,This is {1F486 + 200D + 2640} {1F44C}
This is man [EM] potable_water [EM] green_salad [EM] mirror [EM] sparkles.,This is clear complexion.,1,1,This is 👨 🚰 🥗 🪞 ✨,This is {1F468} {1F6B0} {1F957} {1FA9E} {2728}
This is smiling_face_with_heart-eyes [EM] lotion_bottle.,This is clear complexion.,1,1,This is 😍 🧴,This is {1F60D} {1F9F4}
This is magnifying_glass_tilted_right [EM] backhand_index_pointing_right.,This is clear indication.,1,0,This is 🔎 👉,This is {1F50E} {1F449}
This is check_mark [EM] check_mark.,This is clear indication.,1,3,This is ✔ ✔,This is {2714} {2714}
This is astonished_face [EM] astonished_face [EM] OK_button.,This is clear indication.,1,1,This is 😲 😲 🆗,This is {1F632} {1F632} {1F197}
This is crystal_ball [EM] glasses.,This is clear indication.,1,0,This is 🔮 👓,This is {1F52E} {1F453}
This is check_mark [EM] writing_hand.,This is clear indication.,1,0,This is ✔ ✍,This is {2714} {270D}
This is speech_balloon [EM] check_mark [EM] cross_mark [EM] red_question_mark.,This is clear indication.,1,0,This is 💬 ✔ ❌ ❓,This is {1F4AC} {2714} {274C} {2753}
This is speaking_head [EM] thumbs_up_light_skin_tone.,This is clear indication.,1,0,This is 🗣 👍🏻,This is {1F5E3} {1F44D + 1F3FB}
This is wind_face.,This is clear air.,1,4,This is 🌬,This is {1F32C}
This is mountain [EM] wind_face.,This is clear air.,1,1,This is ⛰ 🌬,This is {26F0} {1F32C}
This is dashing_away [EM] dashing_away [EM] sparkles.,This is clear air.,1,1,This is 💨 💨 ✨,This is {1F4A8} {1F4A8} {2728}
This is leaf_fluttering_in_wind [EM] cross_mark [EM] cigarette [EM] broom.,This is clear air.,1,1,This is 🍃 ❌ 🚬 🧹,This is {1F343} {274C} {1F6AC} {1F9F9}
This is wind_face [EM] leaf_fluttering_in_wind [EM] thumbs_up.,This is clear air.,1,0,This is 🌬 🍃 👍,This is {1F32C} {1F343} {1F44D}
This is dashing_away [EM] sparkles [EM] cross_mark [EM] microbe.,This is clear air.,1,1,This is 💨 ✨ ❌ 🦠,This is {1F4A8} {2728} {274C} {1F9A0}
This is thumbs_up_light_skin_tone [EM] wind_face.,This is clear air.,1,0,This is 👍🏻 🌬,This is {1F44D + 1F3FB} {1F32C}
This is magnifying_glass_tilted_right [EM] briefcase.,This is clear case.,1,0,This is 🔎 💼,This is {1F50E} {1F4BC}
This is check_mark [EM] briefcase.,This is clear case.,1,0,This is ✔ 💼,This is {2714} {1F4BC}
This is eyes [EM] speaking_head.,This is clear case.,1,1,This is 👀 🗣,This is {1F440} {1F5E3}
This is window [EM] briefcase.,This is clear case.,1,0,This is 🪟 💼,This is {1FA9F} {1F4BC}
This is check_mark [EM] briefcase.,This is clear case.,1,0,This is ✔ 💼,This is {2714} {1F4BC}
This is detective [EM] microscope [EM] kitchen_knife [EM] drop_of_blood [EM] light_bulb.,This is clear case.,1,1,This is 🕵 🔬 🔪 🩸 💡,This is {1F575} {1F52C} {1F52A} {1FA78} {1F4A1}
This is open_file_folder.,This is clear case.,1,4,This is 📂,This is {1F4C2}
This is magnifying_glass_tilted_right [EM] light_bulb.,This is clear idea.,1,0,This is 🔎 💡,This is {1F50E} {1F4A1}
This is check_mark [EM] light_bulb.,This is clear idea.,1,0,This is ✔ 💡,This is {2714} {1F4A1}
This is brain [EM] astonished_face [EM] OK_button.,This is clear idea.,1,1,This is 🧠 😲 🆗,This is {1F9E0} {1F632} {1F197}
This is window [EM] light_bulb.,This is clear idea.,1,0,This is 🪟 💡,This is {1FA9F} {1F4A1}
This is check_mark [EM] light_bulb.,This is clear idea.,1,0,This is ✔ 💡,This is {2714} {1F4A1}
This is thinking_face [EM] thought_balloon [EM] light_bulb [EM] check_mark_button.,This is clear idea.,1,1,This is 🤔 💭 💡 ✅,This is {1F914} {1F4AD} {1F4A1} {2705}
This is bookmark_tabs [EM] thumbs_up_light_skin_tone.,This is clear idea.,1,0,This is 📑 👍🏻,This is {1F4D1} {1F44D + 1F3FB}
This is magnifying_glass_tilted_right [EM] speaking_head.,This is clear explanation.,1,0,This is 🔎 🗣,This is {1F50E} {1F5E3}
This is check_mark [EM] speaking_head.,This is clear explanation.,1,0,This is ✔ 🗣,This is {2714} {1F5E3}
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear explanation.,1,0,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197}
This is woman_teacher [EM] hundred_points [EM] speaking_head.,This is clear explanation.,1,1,This is 👩‍🏫 💯 🗣,This is {1F469 + 200D + 1F3EB} {1F4AF} {1F5E3}
This is speaking_head [EM] light_bulb.,This is clear explanation.,1,1,This is 🗣 💡,This is {1F5E3} {1F4A1}
This is thinking_face [EM] white_question_mark [EM] man_teacher [EM] speaking_head [EM] light_bulb [EM] check_mark_button [EM] grinning_face.,This is clear explanation.,1,1,This is 🤔 ❔ 👨‍🏫 🗣 💡 ✅ 😀,This is {1F914} {2754} {1F468 + 200D + 1F3EB} {1F5E3} {1F4A1} {2705} {1F600}
This is thumbs_up_light_skin_tone [EM] speaking_head.,This is clear explanation.,1,0,This is 👍🏻 🗣,This is {1F44D + 1F3FB} {1F5E3}
This is magnifying_glass_tilted_right [EM] glass_of_milk.,This is clear glass.,1,0,This is 🔎 🥛,This is {1F50E} {1F95B}
This is check_mark [EM] glass_of_milk.,This is clear glass.,1,0,This is ✔ 🥛,This is {2714} {1F95B}
This is tumbler_glass [EM] sparkles.,This is clear glass.,1,1,This is 🥃 ✨,This is {1F943} {2728}
This is glasses [EM] tumbler_glass.,This is clear glass.,1,0,This is 👓 🥃,This is {1F453} {1F943}
This is check_mark [EM] glass_of_milk.,This is clear glass.,1,0,This is ✔ 🥛,This is {2714} {1F95B}
This is glasses [EM] magnifying_glass_tilted_left [EM] sparkles [EM] sparkles.,This is clear glass.,1,0,This is 👓 🔍 ✨ ✨,This is {1F453} {1F50D} {2728} {2728}
This is tumbler_glass [EM] magnifying_glass_tilted_right.,This is clear glass.,1,0,This is 🥃 🔎,This is {1F943} {1F50E}
This is magnifying_glass_tilted_right [EM] sweat_droplets.,This is clear water.,1,0,This is 🔎 💦,This is {1F50E} {1F4A6}
This is check_mark [EM] droplet.,This is clear water.,1,0,This is ✔ 💧,This is {2714} {1F4A7}
This is droplet [EM] droplet [EM] sparkles.,This is clear water.,1,1,This is 💧 💧 ✨,This is {1F4A7} {1F4A7} {2728}
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear water.,1,0,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7}
This is check_mark [EM] droplet.,This is clear water.,1,0,This is ✔ 💧,This is {2714} {1F4A7}
This is droplet [EM] droplet [EM] microscope [EM] sparkles [EM] cross_mark [EM] microbe.,This is clear water.,1,1,This is 💧 💧 🔬 ✨ ❌ 🦠,This is {1F4A7} {1F4A7} {1F52C} {2728} {274C} {1F9A0}
This is droplet [EM] white_circle.,This is clear water.,1,1,This is 💧 ⚪,This is {1F4A7} {26AA}
This is magnifying_glass_tilted_right [EM] bookmark_tabs.,This is clear-cut evidence.,1,0,This is 🔎 📑,This is {1F50E} {1F4D1}
This is check_mark [EM] page_with_curl.,This is clear-cut evidence.,1,0,This is ✔ 📃,This is {2714} {1F4C3}
This is antenna_bars [EM] face_with_open_mouth [EM] sparkles [EM] thumbs_up.,This is clear-cut evidence.,1,1,This is 📶 😮 ✨ 👍,This is {1F4F6} {1F62E} {2728} {1F44D}
This is magnifying_glass_tilted_left [EM] man_detective [EM] party_popper.,This is clear-cut evidence.,1,1,This is 🔍 🕵‍♂ 🎉,This is {1F50D} {1F575 + 200D + 2642} {1F389}
This is detective [EM] scissors [EM] scroll.,This is clear-cut evidence.,1,0,This is 🕵 ✂ 📜,This is {1F575} {2702} {1F4DC}
This is kitchen_knife [EM] red_question_mark [EM] microscope [EM] light_bulb [EM] check_mark.,This is clear-cut evidence.,1,1,This is 🔪 ❓ 🔬 💡 ✔,This is {1F52A} {2753} {1F52C} {1F4A1} {2714}
This is scroll [EM] magnifying_glass_tilted_right.,This is clear-cut evidence.,1,0,This is 📜 🔎,This is {1F4DC} {1F50E}
This is thinking_face [EM] woman_running.,This is unclear action.,1,0,This is 🤔 🏃‍♀,This is {1F914} {1F3C3 + 200D + 2640}
This is cross_mark [EM] chess_pawn.,This is unclear action.,1,0,This is ❌ ♟,This is {274C} {265F}
This is face_with_raised_eyebrow [EM] face_with_monocle [EM] woman_shrugging [EM] man_shrugging.,This is unclear action.,1,2,This is 🤨 🧐 🤷‍♀ 🤷‍♂,This is {1F928} {1F9D0} {1F937 + 200D + 2640} {1F937 + 200D + 2642}
This is red_question_mark [EM] red_question_mark [EM] red_question_mark.,This is unclear action.,1,3,This is ❓ ❓ ❓,This is {2753} {2753} {2753}
This is man_dancing [EM] thinking_face.,This is unclear action.,1,0,This is 🕺 🤔,This is {1F57A} {1F914}
This is man_teacher [EM] speaking_head [EM] memo [EM] red_question_mark [EM] red_question_mark [EM] red_question_mark.,This is unclear action.,1,1,This is 👨‍🏫 🗣 📝 ❓ ❓ ❓,This is {1F468 + 200D + 1F3EB} {1F5E3} {1F4DD} {2753} {2753} {2753}
This is red_question_mark [EM] face_with_raised_eyebrow.,This is unclear action.,1,1,This is ❓ 🤨,This is {2753} {1F928}
This is hole [EM] eyes.,This is deep trance.,1,0,This is 🕳 👀,This is {1F573} {1F440}
This is Aquarius [EM] face_with_crossed-out_eyes.,This is deep trance.,1,0,This is ♒ 😵,This is {2652} {1F635}
This is face_with_crossed-out_eyes.,This is deep trance.,1,4,This is 😵,This is {1F635}
This is face_with_spiral_eyes.,This is deep trance.,1,4,This is 😵‍💫,This is {1F635 + 200D + 1F4AB}
This is face_with_spiral_eyes [EM] face_without_mouth.,This is deep trance.,1,2,This is 😵‍💫 😶,This is {1F635 + 200D + 1F4AB} {1F636}
This is face_with_spiral_eyes.,This is deep trance.,1,4,This is 😵‍💫,This is {1F635 + 200D + 1F4AB}
This is man_in_lotus_position.,This is deep trance.,1,4,This is 🧘‍♂,This is {1F9D8 + 200D + 2642}
This is face_with_spiral_eyes [EM] down_arrow.,This is deep trance.,1,0,This is 😵‍💫 ⬇,This is {1F635 + 200D + 1F4AB} {2B07}
This is hole [EM] face_exhaling.,This is deep sigh.,1,0,This is 🕳 😮‍💨,This is {1F573} {1F62E + 200D + 1F4A8}
This is disappointed_face [EM] disappointed_face.,This is deep sigh.,1,3,This is 😞 😞,This is {1F61E} {1F61E}
This is face_exhaling.,This is deep sigh.,1,4,This is 😮‍💨,This is {1F62E + 200D + 1F4A8}
This is face_exhaling.,This is deep sigh.,1,4,This is 😮‍💨,This is {1F62E + 200D + 1F4A8}
This is face_exhaling [EM] sad_but_relieved_face [EM] confused_face.,This is deep sigh.,1,2,This is 😮‍💨 😥 😕,This is {1F62E + 200D + 1F4A8} {1F625} {1F615}
This is face_exhaling.,This is deep sigh.,1,4,This is 😮‍💨,This is {1F62E + 200D + 1F4A8}
This is face_exhaling [EM] face_exhaling.,This is deep sigh.,1,3,This is 😮‍💨 😮‍💨,This is {1F62E + 200D + 1F4A8} {1F62E + 200D + 1F4A8}
This is face_with_steam_from_nose [EM] wind_face.,This is deep sigh.,1,1,This is 😤 🌬,This is {1F624} {1F32C}
This is hole [EM] scissors.,This is deep cut.,1,0,This is 🕳 ✂,This is {1F573} {2702}
This is face_with_head-bandage [EM] scissors.,This is deep cut.,1,1,This is 🤕 ✂,This is {1F915} {2702}
This is kitchen_knife [EM] kitchen_knife [EM] kitchen_knife.,This is deep cut.,1,3,This is 🔪 🔪 🔪,This is {1F52A} {1F52A} {1F52A}
This is drop_of_blood [EM] face_screaming_in_fear [EM] face_with_crossed-out_eyes [EM] kitchen_knife.,This is deep cut.,1,1,This is 🩸 😱 😵 🔪,This is {1FA78} {1F631} {1F635} {1F52A}
This is index_pointing_up [EM] kitchen_knife [EM] drop_of_blood [EM] drop_of_blood.,This is deep cut.,1,1,This is ☝ 🔪 🩸 🩸,This is {261D} {1F52A} {1FA78} {1FA78}
This is scissors [EM] drop_of_blood.,This is deep cut.,1,1,This is ✂ 🩸,This is {2702} {1FA78}
This is face_with_head-bandage.,This is deep cut.,1,4,This is 🤕,This is {1F915}
This is drop_of_blood [EM] face_with_head-bandage.,This is deep cut.,1,1,This is 🩸 🤕,This is {1FA78} {1F915}
This is hole [EM] speaking_head.,This is deep voice.,1,0,This is 🕳 🗣,This is {1F573} {1F5E3}
This is thinking_face [EM] speaking_head.,This is deep voice.,1,1,This is 🤔 🗣,This is {1F914} {1F5E3}
This is bear [EM] microphone.,This is deep voice.,1,1,This is 🐻 🎤,This is {1F43B} {1F3A4}
This is speaking_head [EM] man_white_hair.,This is deep voice.,1,1,This is 🗣 👨‍🦳,This is {1F5E3} {1F468 + 200D + 1F9B3}
This is speaking_head [EM] speaker_high_volume [EM] downwards_button.,This is deep voice.,1,0,This is 🗣 🔊 🔽,This is {1F5E3} {1F50A} {1F53D}
This is speaking_head.,This is deep voice.,1,4,This is 🗣,This is {1F5E3}
This is speaking_head [EM] deaf_man.,This is deep voice.,1,1,This is 🗣 🧏‍♂,This is {1F5E3} {1F9CF + 200D + 2642}
This is speaking_head [EM] down_arrow.,This is deep voice.,1,0,This is 🗣 ⬇,This is {1F5E3} {2B07}
This is hole [EM] face_savoring_food.,This is deep emotion.,1,0,This is 🕳 😋,This is {1F573} {1F60B}
This is thinking_face [EM] thinking_face.,This is deep emotion.,1,3,This is 🤔 🤔,This is {1F914} {1F914}
This is loudly_crying_face [EM] water_wave.,This is deep emotion.,1,1,This is 😭 🌊,This is {1F62D} {1F30A}
This is face_with_monocle [EM] exploding_head.,This is deep emotion.,1,1,This is 🧐 🤯,This is {1F9D0} {1F92F}
This is fast_down_button [EM] crying_face [EM] loudly_crying_face.,This is deep emotion.,1,0,This is ⏬ 😢 😭,This is {23EC} {1F622} {1F62D}
This is face_with_symbols_on_mouth [EM] exploding_head [EM] loudly_crying_face [EM] pensive_face.,This is deep emotion.,1,2,This is 🤬 🤯 😭 😔,This is {1F92C} {1F92F} {1F62D} {1F614}
This is face_without_mouth.,This is deep emotion.,1,4,This is 😶,This is {1F636}
This is confounded_face [EM] pleading_face [EM] face_with_steam_from_nose.,This is deep emotion.,1,2,This is 😖 🥺 😤,This is {1F616} {1F97A} {1F624}
This is hole [EM] shushing_face.,This is deep concentration.,1,0,This is 🕳 🤫,This is {1F573} {1F92B}
This is thinking_face [EM] face_with_monocle.,This is deep concentration.,1,2,This is 🤔 🧐,This is {1F914} {1F9D0}
This is face_with_crossed-out_eyes [EM] face_with_crossed-out_eyes [EM] face_with_crossed-out_eyes.,This is deep concentration.,1,3,This is 😵 😵 😵,This is {1F635} {1F635} {1F635}
This is face_with_monocle [EM] woman_technologist [EM] pencil.,This is deep concentration.,1,1,This is 🧐 👩‍💻 ✏,This is {1F9D0} {1F469 + 200D + 1F4BB} {270F}
This is fast_down_button [EM] face_with_monocle [EM] nerd_face.,This is deep concentration.,1,0,This is ⏬ 🧐 🤓,This is {23EC} {1F9D0} {1F913}
This is thinking_face.,This is deep concentration.,1,4,This is 🤔,This is {1F914}
This is open_book.,This is deep concentration.,1,4,This is 📖,This is {1F4D6}
This is page_with_curl [EM] page_facing_up [EM] nerd_face [EM] face_with_spiral_eyes.,This is deep concentration.,1,1,This is 📃 📄 🤓 😵‍💫,This is {1F4C3} {1F4C4} {1F913} {1F635 + 200D + 1F4AB}
This is hole [EM] person_in_bed.,This is deep sleep.,1,0,This is 🕳 🛌,This is {1F573} {1F6CC}
This is sleeping_face [EM] sleepy_face [EM] person_in_bed.,This is deep sleep.,1,1,This is 😴 😪 🛌,This is {1F634} {1F62A} {1F6CC}
This is sleeping_face [EM] sleeping_face [EM] sleeping_face.,This is deep sleep.,1,3,This is 😴 😴 😴,This is {1F634} {1F634} {1F634}
This is sleepy_face [EM] drooling_face [EM] sleeping_face [EM] face_with_crossed-out_eyes.,This is deep sleep.,1,1,This is 😪 🤤 😴 😵,This is {1F62A} {1F924} {1F634} {1F635}
This is sleeping_face [EM] person_in_bed [EM] zzz [EM] zzz.,This is deep sleep.,1,1,This is 😴 🛌 zzz zzz.,This is {1F634} {1F6CC} {1F4A4} {1F4A4}.
This is sleepy_face [EM] zzz.,This is deep sleep.,1,1,This is 😪 zzz.,This is {1F62A} {1F4A4}.
This is sleeping_face [EM] sleeping_face.,This is deep sleep.,1,3,This is 😴 😴,This is {1F634} {1F634}
This is sleeping_face [EM] sleeping_face [EM] zzz [EM] zzz.,This is deep sleep.,1,1,This is 😴 😴 zzz zzz.,This is {1F634} {1F634} {1F4A4} {1F4A4}.
