sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode,extracted
This is face_with_head-bandage [EM] health_worker [EM] pill [EM] face_with_medical_mask [EM] microbe [EM] headstone.,This is critical illness.,1,1,This is 🤕 🧑‍⚕ 💊 😷 🦠 🪦,This is {1F915} {1F9D1 + 200D + 2695} {1F48A} {1F637} {1F9A0} {1FAA6},"face_with_head-bandage, health_worker, pill, face_with_medical_mask, microbe, headstone"
This is face_vomiting [EM] man_health_worker.,This is critical illness.,1,1,This is 🤮 👨‍⚕,This is {1F92E} {1F468 + 200D + 2695},"face_vomiting, man_health_worker"
This is face_with_thermometer [EM] police_car_light.,This is critical illness.,1,0,This is 🤒 🚨,This is {1F912} {1F6A8},"face_with_thermometer, police_car_light"
This is face_with_thermometer [EM] double_exclamation_mark.,This is critical illness.,1,0,This is 🤒 ‼,This is {1F912} {203C},"face_with_thermometer, double_exclamation_mark"
This is nauseated_face [EM] nauseated_face.,This is critical illness.,1,3,This is 🤢 🤢,This is {1F922} {1F922},"nauseated_face, nauseated_face"
This is face_vomiting [EM] face_with_thermometer [EM] thermometer [EM] thermometer.,This is critical illness.,1,1,This is 🤮 🤒 🌡 🌡,This is {1F92E} {1F912} {1F321} {1F321},"face_vomiting, face_with_thermometer, thermometer, thermometer"
This is balance_scale [EM] warning [EM] warning.,This is critical mass.,1,0,This is ⚖ ⚠ ⚠,This is {2696} {26A0} {26A0},"balance_scale, warning, warning"
This is red_exclamation_mark [EM] balance_scale [EM] elephant.,This is critical mass.,1,0,This is ❗ ⚖ 🐘,This is {2757} {2696} {1F418},"red_exclamation_mark, balance_scale, elephant"
This is balance_scale [EM] woman_judge [EM] man_judge.,This is critical mass.,1,1,This is ⚖ 👩‍⚖ 👨‍⚖,This is {2696} {1F469 + 200D + 2696} {1F468 + 200D + 2696},"balance_scale, woman_judge, man_judge"
This is double_exclamation_mark [EM] balance_scale.,This is critical mass.,1,0,This is ‼ ⚖,This is {203C} {2696},"double_exclamation_mark, balance_scale"
This is police_car_light [EM] woman_lifting_weights.,This is critical mass.,1,1,This is 🚨 🏋‍♀,This is {1F6A8} {1F3CB + 200D + 2640},"police_car_light, woman_lifting_weights"
This is pinching_hand [EM] atom_symbol [EM] red_exclamation_mark.,This is critical mass.,1,0,This is 🤏 ⚛ ❗,This is {1F90F} {269B} {2757},"pinching_hand, atom_symbol, red_exclamation_mark"
This is chart_increasing_with_yen [EM] chart_increasing_with_yen.,This is critical mass.,1,3,This is 💹 💹,This is {1F4B9} {1F4B9},"chart_increasing_with_yen, chart_increasing_with_yen"
This is balance_scale [EM] red_exclamation_mark [EM] red_exclamation_mark [EM] red_exclamation_mark.,This is critical mass.,1,0,This is ⚖ ❗ ❗ ❗,This is {2696} {2757} {2757} {2757},"balance_scale, red_exclamation_mark, red_exclamation_mark, red_exclamation_mark"
This is old_key [EM] chart_increasing.,This is critical stage.,1,0,This is 🗝 📈,This is {1F5DD} {1F4C8},"old_key, chart_increasing"
This is check_mark [EM] thumbs_up [EM] cross_mark [EM] skull_and_crossbones.,This is critical stage.,1,1,This is ✔ 👍 ❌ ☠,This is {2714} {1F44D} {274C} {2620},"check_mark, thumbs_up, cross_mark, skull_and_crossbones"
This is hospital.,This is critical stage.,1,4,This is 🏥,This is {1F3E5},
This is double_exclamation_mark [EM] footprints.,This is critical stage.,1,1,This is ‼ 👣,This is {203C} {1F463},"double_exclamation_mark, footprints"
This is police_car_light [EM] crossed_fingers.,This is critical stage.,1,1,This is 🚨 🤞,This is {1F6A8} {1F91E},"police_car_light, crossed_fingers"
This is chart_increasing [EM] red_exclamation_mark.,This is critical stage.,1,0,This is 📈 ❗,This is {1F4C8} {2757},"chart_increasing, red_exclamation_mark"
This is anxious_face_with_sweat [EM] anxious_face_with_sweat.,This is critical stage.,1,3,This is 😰 😰,This is {1F630} {1F630},"anxious_face_with_sweat, anxious_face_with_sweat"
This is chart_increasing [EM] chart_decreasing [EM] red_exclamation_mark [EM] red_exclamation_mark.,This is critical stage.,1,0,This is 📈 📉 ❗ ❗,This is {1F4C8} {1F4C9} {2757} {2757},"chart_increasing, chart_decreasing, red_exclamation_mark, red_exclamation_mark"
This is thermometer [EM] warning.,This is critical temperature.,1,0,This is 🌡 ⚠,This is {1F321} {26A0},"thermometer, warning"
This is red_exclamation_mark [EM] thermometer.,This is critical temperature.,1,0,This is ❗ 🌡,This is {2757} {1F321},"red_exclamation_mark, thermometer"
This is face_with_thermometer [EM] hospital.,This is critical temperature.,1,1,This is 🤒 🏥,This is {1F912} {1F3E5},"face_with_thermometer, hospital"
This is hot_springs [EM] face_with_head-bandage.,This is critical temperature.,1,1,This is ♨ 🤕,This is {2668} {1F915},"hot_springs, face_with_head-bandage"
This is police_car_light [EM] thermometer.,This is critical temperature.,1,0,This is 🚨 🌡,This is {1F6A8} {1F321},"police_car_light, thermometer"
This is thermometer [EM] red_exclamation_mark.,This is critical temperature.,1,0,This is 🌡 ❗,This is {1F321} {2757},"thermometer, red_exclamation_mark"
This is thermometer [EM] hushed_face.,This is critical temperature.,1,1,This is 🌡 😯,This is {1F321} {1F62F},"thermometer, hushed_face"
This is red_exclamation_mark [EM] red_exclamation_mark [EM] thermometer [EM] thermometer [EM] thermometer.,This is critical temperature.,1,0,This is ❗ ❗ 🌡 🌡 🌡,This is {2757} {2757} {1F321} {1F321} {1F321},"red_exclamation_mark, red_exclamation_mark, thermometer, thermometer, thermometer"
This is cross_mark [EM] red_question_mark [EM] warning [EM] warning.,This is critical shortage.,1,1,This is ❌ ❓ ⚠ ⚠,This is {274C} {2753} {26A0} {26A0},"cross_mark, red_question_mark, warning, warning"
This is cross_mark [EM] bread [EM] skull_and_crossbones.,This is critical shortage.,1,0,This is ❌ 🍞 ☠,This is {274C} {1F35E} {2620},"cross_mark, bread, skull_and_crossbones"
This is cross_mark [EM] bento_box [EM] cross_mark [EM] baby_bottle.,This is critical shortage.,1,1,This is ❌ 🍱 ❌ 🍼,This is {274C} {1F371} {274C} {1F37C},"cross_mark, bento_box, cross_mark, baby_bottle"
This is double_exclamation_mark [EM] shrimp [EM] squid [EM] bread [EM] kiwi_fruit.,This is critical shortage.,1,1,This is ‼ 🦐 🦑 🍞 🥝,This is {203C} {1F990} {1F991} {1F35E} {1F95D},"double_exclamation_mark, shrimp, squid, bread, kiwi_fruit"
This is police_car_light [EM] chart_decreasing.,This is critical shortage.,1,0,This is 🚨 📉,This is {1F6A8} {1F4C9},"police_car_light, chart_decreasing"
This is red_exclamation_mark [EM] avocado [EM] red_apple [EM] cheese_wedge [EM] cooked_rice [EM] red_exclamation_mark [EM] sad_but_relieved_face.,This is critical shortage.,1,1,This is ❗ 🥑 🍎 🧀 🍚 ❗ 😥,This is {2757} {1F951} {1F34E} {1F9C0} {1F35A} {2757} {1F625},"red_exclamation_mark, avocado, red_apple, cheese_wedge, cooked_rice, red_exclamation_mark, sad_but_relieved_face"
This is pinching_hand [EM] bread.,This is critical shortage.,1,1,This is 🤏 🍞,This is {1F90F} {1F35E},"pinching_hand, bread"
This is hourglass_done [EM] cross_mark [EM] basket.,This is critical shortage.,1,1,This is ⌛ ❌ 🧺,This is {231B} {274C} {1F9FA},"hourglass_done, cross_mark, basket"
This is old_key [EM] warning [EM] warning.,This is critical element.,1,1,This is 🗝 ⚠ ⚠,This is {1F5DD} {26A0} {26A0},"old_key, warning, warning"
This is fire [EM] droplet [EM] snowflake [EM] high_voltage [EM] dragon.,This is critical element.,1,1,This is 🔥 💧 ❄ ⚡ 🐉,This is {1F525} {1F4A7} {2744} {26A1} {1F409},"fire, droplet, snowflake, high_voltage, dragon"
This is red_exclamation_mark [EM] person_walking.,This is critical element.,1,0,This is ❗ 🚶,This is {2757} {1F6B6},"red_exclamation_mark, person_walking"
This is double_exclamation_mark [EM] rescue_worker’s_helmet.,This is critical element.,1,0,This is ‼ ⛑,This is {203C} {26D1},"double_exclamation_mark, rescue_worker’s_helmet"
This is police_car_light [EM] police_car_light.,This is critical element.,1,3,This is 🚨 🚨,This is {1F6A8} {1F6A8},"police_car_light, police_car_light"
This is atom_symbol [EM] petri_dish [EM] double_exclamation_mark.,This is critical element.,1,0,This is ⚛ 🧫 ‼,This is {269B} {1F9EB} {203C},"atom_symbol, petri_dish, double_exclamation_mark"
This is Japanese_bargain_button [EM] SOS_button.,This is critical element.,1,2,This is 🉐 🆘,This is {1F250} {1F198},"Japanese_bargain_button, SOS_button"
This is woman_scientist [EM] red_exclamation_mark.,This is critical element.,1,1,This is 👩‍🔬 ❗,This is {1F469 + 200D + 1F52C} {2757},"woman_scientist, red_exclamation_mark"
This is pot_of_food [EM] pot_of_food [EM] thumbs_up.,This is thick soup.,1,1,This is 🍲 🍲 👍,This is {1F372} {1F372} {1F44D},"pot_of_food, pot_of_food, thumbs_up"
This is pot_of_food [EM] pot_of_food [EM] pot_of_food.,This is thick soup.,1,3,This is 🍲 🍲 🍲,This is {1F372} {1F372} {1F372},"pot_of_food, pot_of_food, pot_of_food"
This is canned_food [EM] soft_ice_cream.,This is thick soup.,1,1,This is 🥫 🍦,This is {1F96B} {1F366},"canned_food, soft_ice_cream"
This is sweat_droplets [EM] bowl_with_spoon.,This is thick soup.,1,1,This is 💦 🥣,This is {1F4A6} {1F963},"sweat_droplets, bowl_with_spoon"
This is raising_hands [EM] pot_of_food.,This is thick soup.,1,1,This is 🙌 🍲,This is {1F64C} {1F372},"raising_hands, pot_of_food"
This is fondue [EM] fondue [EM] fondue.,This is thick soup.,1,3,This is 🫕 🫕 🫕,This is {1FAD5} {1FAD5} {1FAD5},"fondue, fondue, fondue"
This is straight_ruler [EM] bowl_with_spoon.,This is thick soup.,1,1,This is 📏 🥣,This is {1F4CF} {1F963},"straight_ruler, bowl_with_spoon"
This is bowl_with_spoon.,This is thick soup.,1,4,This is 🥣,This is {1F963},
This is volcano [EM] dashing_away.,This is thick smoke.,1,1,This is 🌋 💨,This is {1F30B} {1F4A8},"volcano, dashing_away"
This is dashing_away [EM] dashing_away [EM] dashing_away [EM] face_with_steam_from_nose [EM] volcano [EM] cigarette [EM] face_with_steam_from_nose.,This is thick smoke.,1,1,This is 💨 💨 💨 😤 🌋 🚬 😤,This is {1F4A8} {1F4A8} {1F4A8} {1F624} {1F30B} {1F6AC} {1F624},"dashing_away, dashing_away, dashing_away, face_with_steam_from_nose, volcano, cigarette, face_with_steam_from_nose"
This is dashing_away [EM] eye [EM] cross_mark.,This is thick smoke.,1,1,This is 💨 👁 ❌,This is {1F4A8} {1F441} {274C},"dashing_away, eye, cross_mark"
This is dashing_away [EM] cigarette.,This is thick smoke.,1,1,This is 💨 🚬,This is {1F4A8} {1F6AC},"dashing_away, cigarette"
This is volcano [EM] volcano [EM] volcano [EM] face_with_medical_mask.,This is thick smoke.,1,1,This is 🌋 🌋 🌋 😷,This is {1F30B} {1F30B} {1F30B} {1F637},"volcano, volcano, volcano, face_with_medical_mask"
This is dashing_away [EM] dashing_away [EM] fog [EM] fog.,This is thick smoke.,1,2,This is 💨 💨 🌫 🌫,This is {1F4A8} {1F4A8} {1F32B} {1F32B},"dashing_away, dashing_away, fog, fog"
This is fire [EM] dashing_away [EM] dashing_away [EM] dashing_away [EM] dashing_away.,This is thick smoke.,1,1,This is 🔥 💨 💨 💨 💨,This is {1F525} {1F4A8} {1F4A8} {1F4A8} {1F4A8},"fire, dashing_away, dashing_away, dashing_away, dashing_away"
This is dashing_away.,This is thick smoke.,1,4,This is 💨,This is {1F4A8},
This is soft_ice_cream [EM] soft_ice_cream [EM] soft_ice_cream.,This is thick cream.,1,3,This is 🍦 🍦 🍦,This is {1F366} {1F366} {1F366},"soft_ice_cream, soft_ice_cream, soft_ice_cream"
This is ice_cream [EM] soft_ice_cream.,This is thick cream.,1,2,This is 🍨 🍦,This is {1F368} {1F366},"ice_cream, soft_ice_cream"
This is soft_ice_cream [EM] canned_food [EM] soft_ice_cream [EM] soft_ice_cream [EM] soft_ice_cream [EM] soft_ice_cream.,This is thick cream.,1,2,This is 🍦 🥫 🍦 🍦 🍦 🍦,This is {1F366} {1F96B} {1F366} {1F366} {1F366} {1F366},"soft_ice_cream, canned_food, soft_ice_cream, soft_ice_cream, soft_ice_cream, soft_ice_cream"
This is cupcake.,This is thick cream.,1,4,This is 🧁,This is {1F9C1},
This is lotion_bottle [EM] flexed_biceps.,This is thick cream.,1,1,This is 🧴 💪,This is {1F9F4} {1F4AA},"lotion_bottle, flexed_biceps"
This is sake [EM] sake.,This is thick cream.,1,3,This is 🍶 🍶,This is {1F376} {1F376},"sake, sake"
This is straight_ruler [EM] soft_ice_cream [EM] soft_ice_cream.,This is thick cream.,1,1,This is 📏 🍦 🍦,This is {1F4CF} {1F366} {1F366},"straight_ruler, soft_ice_cream, soft_ice_cream"
This is soft_ice_cream.,This is thick cream.,1,4,This is 🍦,This is {1F366},
This is fog [EM] fog [EM] fog.,This is thick fog.,1,3,This is 🌫 🌫 🌫,This is {1F32B} {1F32B} {1F32B},"fog, fog, fog"
This is airplane [EM] see-no-evil_monkey.,This is thick fog.,1,1,This is ✈ 🙈,This is {2708} {1F648},"airplane, see-no-evil_monkey"
This is dashing_away [EM] eye [EM] fog.,This is thick fog.,1,1,This is 💨 👁 🌫,This is {1F4A8} {1F441} {1F32B},"dashing_away, eye, fog"
This is fog [EM] fog [EM] foggy.,This is thick fog.,1,2,This is 🌫 🌫 🌁,This is {1F32B} {1F32B} {1F301},"fog, fog, foggy"
This is fog [EM] fog [EM] fog.,This is thick fog.,1,3,This is 🌫 🌫 🌫,This is {1F32B} {1F32B} {1F32B},"fog, fog, fog"
This is fog [EM] fog.,This is thick fog.,1,3,This is 🌫 🌫,This is {1F32B} {1F32B},"fog, fog"
This is straight_ruler [EM] fog [EM] fog [EM] fog [EM] foggy [EM] foggy.,This is thick fog.,1,2,This is 📏 🌫 🌫 🌫 🌁 🌁,This is {1F4CF} {1F32B} {1F32B} {1F32B} {1F301} {1F301},"straight_ruler, fog, fog, fog, foggy, foggy"
This is fog [EM] face_in_clouds.,This is thick fog.,1,2,This is 🌫 😶‍🌫,This is {1F32B} {1F636 + 200D + 1F32B},"fog, face_in_clouds"
This is cross_mark [EM] page_facing_up.,This is wrong paper.,1,0,This is ❌ 📄,This is {274C} {1F4C4},"cross_mark, page_facing_up"
This is cross_mark [EM] scroll.,This is wrong paper.,1,0,This is ❌ 📜,This is {274C} {1F4DC},"cross_mark, scroll"
This is woman_gesturing_NO [EM] page_with_curl.,This is wrong paper.,1,0,This is 🙅‍♀ 📃,This is {1F645 + 200D + 2640} {1F4C3},"woman_gesturing_NO, page_with_curl"
This is cross_mark [EM] page_facing_up.,This is wrong paper.,1,0,This is ❌ 📄,This is {274C} {1F4C4},"cross_mark, page_facing_up"
This is man_gesturing_NO [EM] page_facing_up.,This is wrong paper.,1,0,This is 🙅‍♂ 📄,This is {1F645 + 200D + 2642} {1F4C4},"man_gesturing_NO, page_facing_up"
This is cross_mark [EM] page_with_curl.,This is wrong paper.,1,0,This is ❌ 📃,This is {274C} {1F4C3},"cross_mark, page_with_curl"
This is cross_mark [EM] scroll.,This is wrong paper.,1,0,This is ❌ 📜,This is {274C} {1F4DC},"cross_mark, scroll"
This is cross_mark [EM] page_with_curl.,This is wrong paper.,1,0,This is ❌ 📃,This is {274C} {1F4C3},"cross_mark, page_with_curl"
This is cross_mark [EM] motorway.,This is wrong road.,1,0,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is cross_mark [EM] motorway.,This is wrong road.,1,0,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is woman_gesturing_NO [EM] motorway.,This is wrong road.,1,0,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3},"woman_gesturing_NO, motorway"
This is cross_mark [EM] motorway.,This is wrong road.,1,0,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is man_gesturing_NO [EM] motorway.,This is wrong road.,1,0,This is 🙅‍♂ 🛣,This is {1F645 + 200D + 2642} {1F6E3},"man_gesturing_NO, motorway"
This is cross_mark [EM] motorway.,This is wrong road.,1,0,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is cross_mark [EM] motorway.,This is wrong road.,1,0,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is person_gesturing_NO [EM] motorway.,This is wrong road.,1,0,This is 🙅 🛣,This is {1F645} {1F6E3},"person_gesturing_NO, motorway"
This is cross_mark [EM] woman_technologist.,This is wrong cheating.,1,0,This is ❌ 👩‍💻,This is {274C} {1F469 + 200D + 1F4BB},"cross_mark, woman_technologist"
This is cross_mark [EM] bookmark_tabs.,This is wrong cheating.,1,0,This is ❌ 📑,This is {274C} {1F4D1},"cross_mark, bookmark_tabs"
This is woman_gesturing_NO [EM] broken_heart.,This is wrong cheating.,1,1,This is 🙅‍♀ 💔,This is {1F645 + 200D + 2640} {1F494},"woman_gesturing_NO, broken_heart"
This is person_gesturing_NO [EM] kiss_woman_man [EM] broken_heart.,This is wrong cheating.,1,1,This is 🙅 👩‍❤‍💋‍👨 💔,This is {1F645} {1F469 + 200D + 2764 + 200D + 1F48B + 200D + 1F468} {1F494},"person_gesturing_NO, kiss_woman_man, broken_heart"
This is man_gesturing_NO [EM] smiling_face_with_horns [EM] shushing_face [EM] writing_hand [EM] page_facing_up [EM] books [EM] hundred_points.,This is wrong cheating.,1,1,This is 🙅‍♂ 😈 🤫 ✍ 📄 📚 💯,This is {1F645 + 200D + 2642} {1F608} {1F92B} {270D} {1F4C4} {1F4DA} {1F4AF},"man_gesturing_NO, smiling_face_with_horns, shushing_face, writing_hand, page_facing_up, books, hundred_points"
This is thumbs_down [EM] memo.,This is wrong cheating.,1,0,This is 👎 📝,This is {1F44E} {1F4DD},"thumbs_down, memo"
This is cross_mark [EM] memo [EM] clipboard.,This is wrong cheating.,1,0,This is ❌ 📝 📋,This is {274C} {1F4DD} {1F4CB},"cross_mark, memo, clipboard"
This is smirking_face [EM] thumbs_down.,This is wrong cheating.,1,1,This is 😏 👎,This is {1F60F} {1F44E},"smirking_face, thumbs_down"
This is cross_mark [EM] up-right_arrow [EM] up-left_arrow [EM] cross_mark_button.,This is wrong way.,1,1,This is ❌ ↗ ↖ ❎,This is {274C} {2197} {2196} {274E},"cross_mark, up-right_arrow, up-left_arrow, cross_mark_button"
This is cross_mark [EM] right_arrow_curving_left.,This is wrong way.,1,0,This is ❌ ↩,This is {274C} {21A9},"cross_mark, right_arrow_curving_left"
This is woman_gesturing_NO [EM] children_crossing.,This is wrong way.,1,0,This is 🙅‍♀ 🚸,This is {1F645 + 200D + 2640} {1F6B8},"woman_gesturing_NO, children_crossing"
This is cross_mark [EM] up-right_arrow [EM] world_map.,This is wrong way.,1,1,This is ❌ ↗ 🗺,This is {274C} {2197} {1F5FA},"cross_mark, up-right_arrow, world_map"
This is man_gesturing_NO [EM] world_map [EM] compass.,This is wrong way.,1,1,This is 🙅‍♂ 🗺 🧭,This is {1F645 + 200D + 2642} {1F5FA} {1F9ED},"man_gesturing_NO, world_map, compass"
This is cross_mark [EM] compass.,This is wrong way.,1,1,This is ❌ 🧭,This is {274C} {1F9ED},"cross_mark, compass"
This is cross_mark [EM] world_map [EM] woman_gesturing_NO.,This is wrong way.,1,0,This is ❌ 🗺 🙅‍♀,This is {274C} {1F5FA} {1F645 + 200D + 2640},"cross_mark, world_map, woman_gesturing_NO"
